"Page Title","URL","Title Length","Duplicate Title","Meta Description","Meta Length","Duplicate Meta","GA",
"Pesachim 52 - Follow the most permissive opinion","http://talmudilluminated.com/pesachim/pesachim52.html","48","No","Missing Meta Description","0","No","No",
"Pesachim 53 - Customs not to follow","http://talmudilluminated.com/pesachim/pesachim53.html","35","No","Missing Meta Description","0","No","No",
"Pesachim 54 - What happened after Shabbat","http://talmudilluminated.com/pesachim/pesachim54.html","41","No","Missing Meta Description","0","No","No",
"Pesachim 108 - Drinking wine and eating matzah","http://talmudilluminated.com/pesachim/pesachim108.html","46","No","Missing Meta Description","0","No","No",
"Pesachim 109 - More wine","http://talmudilluminated.com/pesachim/pesachim109.html","24","No","Missing Meta Description","0","No","No",
"Pesachim 110 - Bad even numbers","http://talmudilluminated.com/pesachim/pesachim110.html","31","No","Missing Meta Description","0","No","No",
"Pesachim 111 - Knowledge against demons","http://talmudilluminated.com/pesachim/pesachim111.html","39","No","Missing Meta Description","0","No","No",
"Pesachim 112 - Spells against demons","http://talmudilluminated.com/pesachim/pesachim112.html","36","No","Missing Meta Description","0","No","No",
"Pesachim 113 - Good advice in bundles","http://talmudilluminated.com/pesachim/pesachim113.html","37","No","Missing Meta Description","0","No","No",
"Pesachim 114 - Surprise","http://talmudilluminated.com/pesachim/pesachim114.html","23","No","Missing Meta Description","0","No","No",
"Pesachim 115 - Eating as a sandwich or every thing separately?","http://talmudilluminated.com/pesachim/pesachim115.html","62","No","Missing Meta Description","0","No","No",
"Pesachim 116 - Second cup of wine","http://talmudilluminated.com/pesachim/pesachim116.html","33","No","Missing Meta Description","0","No","No",
"Pesachim 117 - Praise","http://talmudilluminated.com/pesachim/pesachim117.html","21","No","Missing Meta Description","0","No","No",
"Pesachim 118 - Cups three and four","http://talmudilluminated.com/pesachim/pesachim118.html","34","No","Missing Meta Description","0","No","No",
"Pesachim 119 - From the psalms","http://talmudilluminated.com/pesachim/pesachim119.html","30","No","Missing Meta Description","0","No","No",
"Pesachim 120 - Dessert","http://talmudilluminated.com/pesachim/pesachim120.html","22","No","Missing Meta Description","0","No","No",
"Pesachim 121 - Two blessings","http://talmudilluminated.com/pesachim/pesachim121.html","28","No","Missing Meta Description","0","No","No",
"Shekalim 2 - On the first of Adar","http://talmudilluminated.com/shekalim/shekalim2.html","33","No","Missing Meta Description","0","No","No",
"Shekalim 3 - Also on the first of Adar","http://talmudilluminated.com/shekalim/shekalim3.html","38","No","Missing Meta Description","0","No","No",
"Shekalim 4 - From whom they collected half a shekel?","http://talmudilluminated.com/shekalim/shekalim4.html","52","No","Missing Meta Description","0","No","No",
"Shekalim 5 - Accidents","http://talmudilluminated.com/shekalim/shekalim5.html","22","No","Missing Meta Description","0","No","No",
"Shekalim 6 - Counting pennies","http://talmudilluminated.com/shekalim/shekalim6.html","29","No","Missing Meta Description","0","No","No",
"Shekalim 7 - Monument","http://talmudilluminated.com/shekalim/shekalim7.html","21","No","Missing Meta Description","0","No","No",
"Shekalim 8 - Scooping the shekalim","http://talmudilluminated.com/shekalim/shekalim8.html","34","No","Missing Meta Description","0","No","No",
"Shekalim 9 - Scooping three times","http://talmudilluminated.com/shekalim/shekalim9.html","33","No","Missing Meta Description","0","No","No",
"Shekalim 10 - Remainder and remainder of remainder","http://talmudilluminated.com/shekalim/shekalim10.html","50","No","Missing Meta Description","0","No","No",
"Shekalim 11 - Multi-step transaction with incense","http://talmudilluminated.com/shekalim/shekalim11.html","49","No","Missing Meta Description","0","No","No",
"Shekalim 13 - Wonderful administrators","http://talmudilluminated.com/shekalim/shekalim13.html","38","No","Missing Meta Description","0","No","No",
"Shekalim 14 - The knowledge of foreign languages","http://talmudilluminated.com/shekalim/shekalim14.html","48","No","Missing Meta Description","0","No","No",
"Shekalim 16 - Thirteen","http://talmudilluminated.com/shekalim/shekalim16.html","22","No","Missing Meta Description","0","No","No",
"Shekalim 17 - Bow down thirteen times","http://talmudilluminated.com/shekalim/shekalim17.html","37","No","Missing Meta Description","0","No","No",
"Shekalim 18 - Thirteen tables","http://talmudilluminated.com/shekalim/shekalim18.html","29","No","Missing Meta Description","0","No","No",
"Shekalim 19 - Found coins","http://talmudilluminated.com/shekalim/shekalim19.html","25","No","Missing Meta Description","0","No","No",
"Shekalim 20 - Found animals","http://talmudilluminated.com/shekalim/shekalim20.html","27","No","Missing Meta Description","0","No","No",
"Shekalim 22 - Temple curtain and shekalim today","http://talmudilluminated.com/shekalim/shekalim22.html","47","No","Missing Meta Description","0","No","No",
"Yoma 2 - Staying alone","http://talmudilluminated.com/yoma/yoma2.html","22","No","Missing Meta Description","0","No","No",
"Yoma 3 - What is so special about Yom Kippur?","http://talmudilluminated.com/yoma/yoma3.html","45","No","Missing Meta Description","0","No","No",
"Yoma 4 - What is Yom Kippur like?","http://talmudilluminated.com/yoma/yoma4.html","33","No","Missing Meta Description","0","No","No",
"Yoma 5 - How important was the first Temple service?","http://talmudilluminated.com/yoma/yoma5.html","52","No","Missing Meta Description","0","No","No",
"Yoma 6 - Why do we separate the High Priest, again?","http://talmudilluminated.com/yoma/yoma6.html","51","No","Missing Meta Description","0","No","No",
"Yoma 7 - Is everything permitted?","http://talmudilluminated.com/yoma/yoma7.html","33","No","Missing Meta Description","0","No","No",
"Yoma 8 - Tzitz","http://talmudilluminated.com/yoma/yoma8.html","14","No","Missing Meta Description","0","No","No",
"Yoma 9 - High Priesthood for sale","http://talmudilluminated.com/yoma/yoma9.html","33","No","Missing Meta Description","0","No","No",
"Yoma 10 - Mezuzah for the High Priest","http://talmudilluminated.com/yoma/yoma10.html","37","No","Missing Meta Description","0","No","No",
"Yoma 11 - Mezuzah for all","http://talmudilluminated.com/yoma/yoma11.html","25","No","Missing Meta Description","0","No","No",
"Yoma 12 - Another High Priest","http://talmudilluminated.com/yoma/yoma12.html","29","No","Missing Meta Description","0","No","No",
"Yoma 13 - Another wife for the High Priest","http://talmudilluminated.com/yoma/yoma13.html","42","No","Missing Meta Description","0","No","No",
"Yoma 14 - What does the High Priest do for seven days?","http://talmudilluminated.com/yoma/yoma14.html","54","No","Missing Meta Description","0","No","No",
"Yoma 15 - Attention to detail","http://talmudilluminated.com/yoma/yoma15.html","29","No","Missing Meta Description","0","No","No",
"Yoma 16 - Where exactly was the Altar placed?","http://talmudilluminated.com/yoma/yoma16.html","45","No","Missing Meta Description","0","No","No",
"Yoma 17 - The right-of-way for the High Priest","http://talmudilluminated.com/yoma/yoma17.html","46","No","Missing Meta Description","0","No","No",
"Yoma 18 - Wife for a day","http://talmudilluminated.com/yoma/yoma18.html","24","No","Missing Meta Description","0","No","No",
"Yoma 19 - The oath of the High Priest","http://talmudilluminated.com/yoma/yoma19.html","37","No","Missing Meta Description","0","No","No",
"Yoma 20 - Chasing away sleep","http://talmudilluminated.com/yoma/yoma20.html","28","No","Missing Meta Description","0","No","No",
"Yoma 21 - Miracles","http://talmudilluminated.com/yoma/yoma21.html","18","No","Missing Meta Description","0","No","No",
"Yoma 22 - Priestly lottery","http://talmudilluminated.com/yoma/yoma22.html","26","No","Missing Meta Description","0","No","No",
"Yoma 23 - David and Shaul","http://talmudilluminated.com/yoma/yoma23.html","25","No","Missing Meta Description","0","No","No",
"Yoma 24 - Removal of the ashes","http://talmudilluminated.com/yoma/yoma24.html","30","No","Missing Meta Description","0","No","No",
"Yoma 25 - What garments to wear for the lottery?","http://talmudilluminated.com/yoma/yoma25.html","48","No","Missing Meta Description","0","No","No",
"Yoma 26 - The last two lotteries of the day","http://talmudilluminated.com/yoma/yoma26.html","43","No","Missing Meta Description","0","No","No",
"Yoma 27 - The hide","http://talmudilluminated.com/yoma/yoma27.html","18","No","Missing Meta Description","0","No","No",
"Yoma 28 - Abraham the philosopher and astrologer","http://talmudilluminated.com/yoma/yoma28.html","48","No","Missing Meta Description","0","No","No",
"Yoma 29 - Things to be done in the morning","http://talmudilluminated.com/yoma/yoma29.html","42","No","Missing Meta Description","0","No","No",
"Yoma 30 - Cleanliness in the Temple","http://talmudilluminated.com/yoma/yoma30.html","35","No","Missing Meta Description","0","No","No",
"Yoma 36 - The Name","http://talmudilluminated.com/yoma/yoma36.html","18","No","Missing Meta Description","0","No","No",
"Yoma 37 - Remembered for good","http://talmudilluminated.com/yoma/yoma37.html","29","No","Missing Meta Description","0","No","No",
"Yoma 38 - What is bad?","http://talmudilluminated.com/yoma/yoma38.html","22","No","Missing Meta Description","0","No","No",
"Yoma 39 - He snatched the lot from the lottery box","http://talmudilluminated.com/yoma/yoma39.html","50","No","Missing Meta Description","0","No","No",
"Yoma 40 - The voice of High Priest","http://talmudilluminated.com/yoma/yoma40.html","34","No","Missing Meta Description","0","No","No",
"Yoma 41 - A strip of red wool","http://talmudilluminated.com/yoma/yoma41.html","29","No","Missing Meta Description","0","No","No",
"Yoma 42 - You say, two strips of wool, and I say - three","http://talmudilluminated.com/yoma/yoma42.html","56","No","Missing Meta Description","0","No","No",
"Yoma 43 - A checkerboard of logic","http://talmudilluminated.com/yoma/yoma43.html","33","No","Missing Meta Description","0","No","No",
"Yoma 44 - The slaughter of the High Priest's bull","http://talmudilluminated.com/yoma/yoma44.html","49","No","Missing Meta Description","0","No","No",
"Yoma 45 - Two, three or even four pyres on the Altar?","http://talmudilluminated.com/yoma/yoma45.html","53","No","Missing Meta Description","0","No","No",
"Yoma 46 - The fourth pyre","http://talmudilluminated.com/yoma/yoma46.html","25","No","Missing Meta Description","0","No","No",
"Yoma 47 - Kimchit, the flour girl","http://talmudilluminated.com/yoma/yoma47.html","33","No","Missing Meta Description","0","No","No",
"Yoma 48 - Unanswerable questions of Rav Pappa","http://talmudilluminated.com/yoma/yoma48.html","45","No","Missing Meta Description","0","No","No",
"Yoma 49 - A mistake of Rav Sheshet","http://talmudilluminated.com/yoma/yoma49.html","34","No","Missing Meta Description","0","No","No",
"Yoma 50 - High Priest dies","http://talmudilluminated.com/yoma/yoma50.html","26","No","Missing Meta Description","0","No","No",
"Yoma 51 - The way to the Holy of Holies","http://talmudilluminated.com/yoma/yoma51.html","39","No","Missing Meta Description","0","No","No",
"Yoma 52 - Inside the Holy of Holies","http://talmudilluminated.com/yoma/yoma52.html","35","No","Missing Meta Description","0","No","No",
"Yoma 53 - How to burn incense","http://talmudilluminated.com/yoma/yoma53.html","29","No","Missing Meta Description","0","No","No",
"Yoma 54 - Where is the Ark?","http://talmudilluminated.com/yoma/yoma54.html","27","No","Missing Meta Description","0","No","No",
"Yoma 55 - He would count, &quot;One, one-and-one, one-and-two,&quot; etc.","http://talmudilluminated.com/yoma/yoma55.html","63","No","Missing Meta Description","0","No","No",
"Yoma 56 - Reminder notes","http://talmudilluminated.com/yoma/yoma56.html","24","No","Missing Meta Description","0","No","No",
"Yoma 57 - Even when not perfect","http://talmudilluminated.com/yoma/yoma57.html","31","No","Missing Meta Description","0","No","No",
"Yoma 58 - The ox and the goat","http://talmudilluminated.com/yoma/yoma58.html","29","No","Missing Meta Description","0","No","No",
"Yoma 65 - The two goats","http://talmudilluminated.com/yoma/yoma65.html","23","No","Missing Meta Description","0","No","No",
"Yoma 66 - How to send a goat away","http://talmudilluminated.com/yoma/yoma66.html","33","No","Missing Meta Description","0","No","No",
"Yoma 67 - Walking with the goat","http://talmudilluminated.com/yoma/yoma67.html","31","No","Missing Meta Description","0","No","No",
"Yoma 68 - Waiting for the goat","http://talmudilluminated.com/yoma/yoma68.html","30","No","Missing Meta Description","0","No","No",
"Yoma 69 - Supressing the desire to do evil","http://talmudilluminated.com/yoma/yoma69.html","42","No","Missing Meta Description","0","No","No",
"Yoma 70 - Penultimate services of Yom Kuppur","http://talmudilluminated.com/yoma/yoma70.html","44","No","Missing Meta Description","0","No","No",
"Yoma 71 - The last service of the day","http://talmudilluminated.com/yoma/yoma71.html","37","No","Missing Meta Description","0","No","No",
"Yoma 72 - Torah, cure or poison?","http://talmudilluminated.com/yoma/yoma72.html","32","No","Missing Meta Description","0","No","No",
"Yoma 73 - Urim VeTumim","http://talmudilluminated.com/yoma/yoma73.html","22","No","Missing Meta Description","0","No","No",
"Yoma 74 - How to properly afflict oneself","http://talmudilluminated.com/yoma/yoma74.html","41","No","Missing Meta Description","0","No","No",
"Yoma 75 - The affliction of manna","http://talmudilluminated.com/yoma/yoma75.html","33","No","Missing Meta Description","0","No","No",
"Yoma 76 - Why was manna given daily","http://talmudilluminated.com/yoma/yoma76.html","35","No","Missing Meta Description","0","No","No",
"Yoma 77 - Crossing the river to see one’s teacher","http://talmudilluminated.com/yoma/yoma77.html","49","No","Missing Meta Description","0","No","No",
"Yoma 78 - Shoes","http://talmudilluminated.com/yoma/yoma78.html","15","No","Missing Meta Description","0","No","No",
"Yoma 79 - How much to eat on Yom Kippur?","http://talmudilluminated.com/yoma/yoma79.html","40","No","Missing Meta Description","0","No","No",
"Yoma 80 - One, who tries to get a little, will succeed","http://talmudilluminated.com/yoma/yoma80.html","54","No","Missing Meta Description","0","No","No",
"Yoma 87 - Saying &quot;excuse me&quot;","http://talmudilluminated.com/yoma/yoma87.html","28","No","Missing Meta Description","0","No","No",
"Yoma 88 - One should always forgive","http://talmudilluminated.com/yoma/yoma88.html","35","No","Missing Meta Description","0","No","No",
"Sukkah 2 - What is a Sukkah","http://talmudilluminated.com/sukkah/sukkah2.html","27","No","Missing Meta Description","0","No","No",
"Sukkah 3 - The smallest possible sukkah","http://talmudilluminated.com/sukkah/sukkah3.html","39","No","Missing Meta Description","0","No","No",
"Sukkah 4 - Fixing the height of the sukkah","http://talmudilluminated.com/sukkah/sukkah4.html","42","No","Missing Meta Description","0","No","No",
"Sukkah 5 - The sukkah and the angels","http://talmudilluminated.com/sukkah/sukkah5.html","36","No","Missing Meta Description","0","No","No",
"Sukkah 6 - Limits","http://talmudilluminated.com/sukkah/sukkah6.html","17","No","Missing Meta Description","0","No","No",
"Sukkah 7 - Two walls and a half","http://talmudilluminated.com/sukkah/sukkah7.html","31","No","Missing Meta Description","0","No","No",
"Sukkah 8 - Sun and shade","http://talmudilluminated.com/sukkah/sukkah8.html","24","No","Missing Meta Description","0","No","No",
"Sukkah 9 - Old sukkah","http://talmudilluminated.com/sukkah/sukkah9.html","21","No","Missing Meta Description","0","No","No",
"Sukkah 15 - Sukkah covered with kebab spits","http://talmudilluminated.com/sukkah/sukkah15.html","43","No","Missing Meta Description","0","No","No",
"Sukkah 16 - Sukkah in a haystack","http://talmudilluminated.com/sukkah/sukkah16.html","32","No","Missing Meta Description","0","No","No",
"Sukkah 17 - Holes in the roof","http://talmudilluminated.com/sukkah/sukkah17.html","29","No","Missing Meta Description","0","No","No",
"Sukkah 18 - The edge of the roof","http://talmudilluminated.com/sukkah/sukkah18.html","32","No","Missing Meta Description","0","No","No",
"Sukkah 19 - Circular, conical, and reed mat sukkah","http://talmudilluminated.com/sukkah/sukkah19.html","50","No","Missing Meta Description","0","No","No",
"Sukkah 20 - In a sukkah, under the bed","http://talmudilluminated.com/sukkah/sukkah20.html","38","No","Missing Meta Description","0","No","No",
"Sukkah 21 - Under the bed in a sukkah","http://talmudilluminated.com/sukkah/sukkah21.html","37","No","Missing Meta Description","0","No","No",
"Sukkah 22 - Little s'chach, much s'chach","http://talmudilluminated.com/sukkah/sukkah22.html","40","No","Missing Meta Description","0","No","No",
"Sukkah 23 - Sukkah-mobile","http://talmudilluminated.com/sukkah/sukkah23.html","25","No","Missing Meta Description","0","No","No",
"Sukkah 24 - Should one be concerned with improbabilities?","http://talmudilluminated.com/sukkah/sukkah24.html","57","No","Missing Meta Description","0","No","No",
"Sukkah 25 - Trees around your sukkah","http://talmudilluminated.com/sukkah/sukkah25.html","36","No","Missing Meta Description","0","No","No",
"Sukkah 34 - The branches","http://talmudilluminated.com/sukkah/sukkah34.html","24","No","Missing Meta Description","0","No","No",
"Sukkah 35 - Etrog, or citron","http://talmudilluminated.com/sukkah/sukkah35.html","28","No","Missing Meta Description","0","No","No",
"Sukkah 36 - Etrog must be beautiful","http://talmudilluminated.com/sukkah/sukkah36.html","35","No","Missing Meta Description","0","No","No",
"Sukkah 37 - Tying it all together","http://talmudilluminated.com/sukkah/sukkah37.html","33","No","Missing Meta Description","0","No","No",
"Sukkah 38 - You can do it all day","http://talmudilluminated.com/sukkah/sukkah38.html","33","No","Missing Meta Description","0","No","No",
"Sukkah 39 - Sukkot on the seventh year","http://talmudilluminated.com/sukkah/sukkah39.html","38","No","Missing Meta Description","0","No","No",
"Sukkah 40 - What is the difference between the palm branch and a citron?","http://talmudilluminated.com/sukkah/sukkah40.html","72","No","Missing Meta Description","0","No","No",
"Sukkah 41 - Remembering the Temple and building it again","http://talmudilluminated.com/sukkah/sukkah41.html","56","No","Missing Meta Description","0","No","No",
"Sukkah 56 - A good neighbor","http://talmudilluminated.com/sukkah/sukkah56.html","27","No","Missing Meta Description","0","No","No",
"Beitzah 2 - An egg","http://talmudilluminated.com/beitzah/beitzah2.html","18","No","Missing Meta Description","0","No","No",
"Beitzah 3 - More takes on the egg","http://talmudilluminated.com/beitzah/beitzah3.html","33","No","Missing Meta Description","0","No","No",
"Beitzah 4 - And Beit Shammai was lenient","http://talmudilluminated.com/beitzah/beitzah4.html","40","No","Missing Meta Description","0","No","No",
"Beitzah 5 - Why do we observe two days of Yom Tov?","http://talmudilluminated.com/beitzah/beitzah5.html","50","No","Missing Meta Description","0","No","No",
"Beitzah 6 - A chick","http://talmudilluminated.com/beitzah/beitzah6.html","19","No","Missing Meta Description","0","No","No",
"Beitzah 7 - A hen and an egg","http://talmudilluminated.com/beitzah/beitzah7.html","28","No","Missing Meta Description","0","No","No",
"Beitzah 8 - Earth","http://talmudilluminated.com/beitzah/beitzah8.html","17","No","Missing Meta Description","0","No","No",
"Beitzah 9 - A ladder","http://talmudilluminated.com/beitzah/beitzah9.html","20","No","Missing Meta Description","0","No","No",
"Beitzah 10 - Contradictions","http://talmudilluminated.com/beitzah/beitzah10.html","27","No","Missing Meta Description","0","No","No",
"Beitzah 11 - White and black doves","http://talmudilluminated.com/beitzah/beitzah11.html","34","No","Missing Meta Description","0","No","No",
"Beitza 12 - Once it is allowed - it is allowed","http://talmudilluminated.com/beitzah/beitza12.html","46","No","Missing Meta Description","0","No","No",
"Beitza 13 - Making mustard","http://talmudilluminated.com/beitzah/beitza13.html","26","No","Missing Meta Description","0","No","No",
"Beitza 14 - Giving presents on a Holiday","http://talmudilluminated.com/beitzah/beitza14.html","40","No","Missing Meta Description","0","No","No",
"Beitzah 15 - Does one have to eat on a Holiday?","http://talmudilluminated.com/beitzah/beitzah15.html","47","No","Missing Meta Description","0","No","No",
"Beitzah 16 - Fixed income","http://talmudilluminated.com/beitzah/beitzah16.html","25","No","Missing Meta Description","0","No","No",
"Beitzah 17 - No food mix","http://talmudilluminated.com/beitzah/beitzah17.html","24","No","Missing Meta Description","0","No","No",
"Beitzah 18 - Purifying water","http://talmudilluminated.com/beitzah/beitzah18.html","28","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 2 - Four New Years","http://talmudilluminated.com/rosh_hashanah/roshhashanah2.html","32","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 3 - What is special about the month of Nisan","http://talmudilluminated.com/rosh_hashanah/roshhashanah3.html","58","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 4 - Five points of view","http://talmudilluminated.com/rosh_hashanah/roshhashanah4.html","37","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 5 - Fulfill the promise, do not delay","http://talmudilluminated.com/rosh_hashanah/roshhashanah5.html","51","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 6 - A promise to charity is immediate","http://talmudilluminated.com/rosh_hashanah/roshhashanah6.html","51","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 7 - The month of Nisan","http://talmudilluminated.com/rosh_hashanah/roshhashanah7.html","36","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 8 - When do animals give birth","http://talmudilluminated.com/rosh_hashanah/roshhashanah8.html","44","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 10 - The New Year of trees","http://talmudilluminated.com/rosh_hashanah/roshhashanah10.html","40","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 18 - Sometimes sorrow, sometimes joy","http://talmudilluminated.com/rosh_hashanah/roshhashanah18.html","50","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 21 - Two days of Yom Kippur?","http://talmudilluminated.com/rosh_hashanah/roshhashanah21.html","42","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 23 - Insecure telegraph","http://talmudilluminated.com/rosh_hashanah/roshhashanah23.html","37","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 27 - How did they blow the shofar in the Temple","http://talmudilluminated.com/rosh_hashanah/roshhashanah27.html","61","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 28 - Blowing a misappropriated shofar","http://talmudilluminated.com/rosh_hashanah/roshhashanah28.html","51","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 29 - Rosh Hashanah on Shabbat","http://talmudilluminated.com/rosh_hashanah/roshhashanah29.html","43","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 30 - Innovations of Rabbi Yochanan ben Zakkai","http://talmudilluminated.com/rosh_hashanah/roshhashanah30.html","59","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 31 - What happens after the end of the world","http://talmudilluminated.com/rosh_hashanah/roshhashanah31.html","58","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 32 - The prayers of Rosh Hashanah","http://talmudilluminated.com/rosh_hashanah/roshhashanah32.html","47","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 33 - What notes to blow on the shofar","http://talmudilluminated.com/rosh_hashanah/roshhashanah33.html","51","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 34 - How important is the shofar?","http://talmudilluminated.com/rosh_hashanah/roshhashanah34.html","47","No","Missing Meta Description","0","No","No",
"Rosh Hashanah 35 - Who has to pray?","http://talmudilluminated.com/rosh_hashanah/roshhashanah35.html","35","No","Missing Meta Description","0","No","No",
"Taanit 2 - Three keys","http://talmudilluminated.com/taanit/taanit2.html","21","No","Missing Meta Description","0","No","No",
"Taanit 3 - The four corners of the world","http://talmudilluminated.com/taanit/taanit3.html","40","No","Missing Meta Description","0","No","No",
"Taanit 4 - Three improper requests","http://talmudilluminated.com/taanit/taanit4.html","34","No","Missing Meta Description","0","No","No",
"Taanit 5 - Do children take after parents?","http://talmudilluminated.com/taanit/taanit5.html","42","No","Missing Meta Description","0","No","No",
"Taanit 6 - The blessing on the rain","http://talmudilluminated.com/taanit/taanit6.html","35","No","Missing Meta Description","0","No","No",
"Taanit 11 - The fasts of special individuals","http://talmudilluminated.com/taanit/taanit11.html","44","No","Missing Meta Description","0","No","No",
"Taanit 12 - Fasting for part of a day","http://talmudilluminated.com/taanit/taanit12.html","37","No","Missing Meta Description","0","No","No",
"Taanit 13 - Series of fasts","http://talmudilluminated.com/taanit/taanit13.html","27","No","Missing Meta Description","0","No","No",
"Taanit 15 - Not everyone's prayer is equal","http://talmudilluminated.com/taanit/taanit15.html","42","No","Missing Meta Description","0","No","No",
"Taanit 16 - The sad customs","http://talmudilluminated.com/taanit/taanit16.html","27","No","Missing Meta Description","0","No","No",
"Taanit 17 - Why do Kohanim drink wine?","http://talmudilluminated.com/taanit/taanit17.html","38","No","Missing Meta Description","0","No","No",
"Taanit 18 - Miracles and fasts","http://talmudilluminated.com/taanit/taanit18.html","30","No","Missing Meta Description","0","No","No",
"Taanit 19 - Nakdimon Ben Gurion","http://talmudilluminated.com/taanit/taanit19.html","31","No","Missing Meta Description","0","No","No",
"Taanit 20 - Better to be pliable like a reed and not hard like a cedar","http://talmudilluminated.com/taanit/taanit20.html","70","No","Missing Meta Description","0","No","No",
"Taanit 21 - That, too, is for the best","http://talmudilluminated.com/taanit/taanit21.html","38","No","Missing Meta Description","0","No","No",
"Taanit 22 - Military mistake of Yoshiyahu","http://talmudilluminated.com/taanit/taanit22.html","41","No","Missing Meta Description","0","No","No",
"Taanit 23 - Choni the circle maker","http://talmudilluminated.com/taanit/taanit23.html","34","No","Missing Meta Description","0","No","No",
"Taanit 24 - Prayer and the natural order of things","http://talmudilluminated.com/taanit/taanit24.html","50","No","Missing Meta Description","0","No","No",
"Taanit 25 - Rabbi Chanina ben Dosa","http://talmudilluminated.com/taanit/taanit25.html","34","No","Missing Meta Description","0","No","No",
"Megillah 2 - Days to read the Megillah","http://talmudilluminated.com/megillah/megillah2.html","38","No","Missing Meta Description","0","No","No",
"Megillah 3 - Which is more important","http://talmudilluminated.com/megillah/megillah3.html","36","No","Missing Meta Description","0","No","No",
"Megillah 5 - What is a large town?","http://talmudilluminated.com/megillah/megillah5.html","34","No","Missing Meta Description","0","No","No",
"Megillah 6 - The teachings of Rabbi Yitzchak","http://talmudilluminated.com/megillah/megillah6.html","44","No","Missing Meta Description","0","No","No",
"Megillah 7 - One must get inebriated on Purim","http://talmudilluminated.com/megillah/megillah7.html","45","No","Missing Meta Description","0","No","No",
"Megillah 8 - There is no difference","http://talmudilluminated.com/megillah/megillah8.html","35","No","Missing Meta Description","0","No","No",
"Megillah 9 - There is no difference between mezuzah and other scrolls...","http://talmudilluminated.com/megillah/megillah9.html","72","No","Missing Meta Description","0","No","No",
"Megillah 12 - Explanation of the Megillah","http://talmudilluminated.com/megillah/megillah12.html","41","No","Missing Meta Description","0","No","No",
"Megillah 15 - The teachings of Rabbi Chanina","http://talmudilluminated.com/megillah/megillah15.html","44","No","Missing Meta Description","0","No","No",
"Megillah 16 - Mordechai and Haman","http://talmudilluminated.com/megillah/megillah16.html","33","No","Missing Meta Description","0","No","No",
"Megillah 17 - The order of blessings","http://talmudilluminated.com/megillah/megillah17.html","36","No","Missing Meta Description","0","No","No",
"Megillah 21 - How to read the Megillah","http://talmudilluminated.com/megillah/megillah21.html","38","No","Missing Meta Description","0","No","No",
"Megillah 22 - How much to read in the Torah","http://talmudilluminated.com/megillah/megillah22.html","43","No","Missing Meta Description","0","No","No",
"Megillah 23 - When do you need a minyan","http://talmudilluminated.com/megillah/megillah23.html","39","No","Missing Meta Description","0","No","No",
"Megillah 26 - Selling a synagogue","http://talmudilluminated.com/megillah/megillah26.html","33","No","Missing Meta Description","0","No","No",
"Megillah 28 - A synagogue in ruins","http://talmudilluminated.com/megillah/megillah28.html","34","No","Missing Meta Description","0","No","No",
"Megillah 29 - When to close the books","http://talmudilluminated.com/megillah/megillah29.html","37","No","Missing Meta Description","0","No","No",
"Megillah 30 - What happens when Purim is on Friday?","http://talmudilluminated.com/megillah/megillah30.html","51","No","Missing Meta Description","0","No","No",
"Megillah 32 - After reading the Torah","http://talmudilluminated.com/megillah/megillah32.html","37","No","Missing Meta Description","0","No","No",
"Chagigah 2 - Celebration and joy","http://talmudilluminated.com/chagigah/chagigah2.html","32","No","Missing Meta Description","0","No","No",
"Chagigah 3 - The case of a deaf-mute","http://talmudilluminated.com/chagigah/chagigah3.html","36","No","Missing Meta Description","0","No","No",
"Chagigah 4 - When the Sages cried","http://talmudilluminated.com/chagigah/chagigah4.html","33","No","Missing Meta Description","0","No","No",
"Chagiga 5 - When God cries","http://talmudilluminated.com/chagigah/chagiga5.html","26","No","Missing Meta Description","0","No","No",
"Chagigah 13 - How to teach mysteries","http://talmudilluminated.com/chagigah/chagigah13.html","36","No","Missing Meta Description","0","No","No",
"Chagigah 20 - Many levels of purity","http://talmudilluminated.com/chagigah/chagigah20.html","35","No","Missing Meta Description","0","No","No",
"Chagigah 21 - How is one level of purity different from another?","http://talmudilluminated.com/chagigah/chagigah21.html","64","No","Missing Meta Description","0","No","No",
"Chagigah 22 - Enmity of the ignorant","http://talmudilluminated.com/chagigah/chagigah22.html","36","No","Missing Meta Description","0","No","No",
